Entity Name	Eligibility	Model_Of_Inheritance	Phenotypes	Comment	TANGO	NAT			
OPHN1	3	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance;XLMR with Cerebellar Hypoplasia and Distinctive Facial Appearance;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, OMIM:300486,ORPHA:137831	phenotype might not be severe enough, progressive?					
PAH	3	autosomal recessive	Phenylketonuria OMIM:261600,ORPHA:2209,ORPHA:79254	treatment available					
PAX7	3	autosomal recessive	Myopathy, congenital, progressive, with scoliosis OMIM:618578,OMIM:268220	muscular disease					
PCCA	3	BIALLELIC, autosomal or pseudoautosomal	"Propionicacidemia	606054"	systemic					
PCCB	3	BIALLELIC, autosomal or pseudoautosomal	"Propionicacidemia	606054"	systemic					
PDE10A	3	BIALLELIC, autosomal or pseudoautosomal	Dyskinesia, limb and orofacial, infantile-onset 616921;Striatal degeneration, autosomal dominant 616922 ORPHA:494541,OMIM:616922,OMIM:616921,ORPHA:494526	nonprogressive					
PDGFRB	3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Basal ganglia calcification idiopathic 4, 615007;Calcifications in basal ganglia;Fahr syndrome OMIM:228550,OMIM:601812,OMIM:615007,ORPHA:2591,ORPHA:1980,OMIM:213600,OMIM:616592,OMIM:131440						
PEX11B	3	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 14B, 614920;Intellectual disability ORPHA:912,OMIM:614920,ORPHA:772,ORPHA:44	no treatable neurological phenotype					
PEX19	3	BIALLELIC, autosomal or pseudoautosomal	"Peroxisome biogenesis disorder 12A (Zellweger)	ORPHA:912,OMIM:614886,ORPHA:772,ORPHA:44"	death within 1-2 years					
PNKD	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Familial Paroxysmal Nonkinesigenic Dyskinesia;Paroxysmal nonkinesigenic dyskinesia, OMIM:118800,ORPHA:98810	non-progressive					
PNPLA2	3	autosomal recessive	OMIM:610717,ORPHA:565612,ORPHA:98908	myopathy					
POLG2	3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	OMIM:610131,ORPHA:254892,OMIM:619425,OMIM:618528"						
POMGNT1	3	BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type ORPHA:899,OMIM:613157,OMIM:617123,OMIM:613151,OMIM:253280,ORPHA:791,ORPHA:588,ORPHA:370959						
POMGNT2	3	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies type ORPHA:899,OMIM:618135,OMIM:614830						
POMT1	3	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1  OMIM:613155,OMIM:236670,ORPHA:370968,ORPHA:899,ORPHA:588,ORPHA:370980,OMIM:609308,ORPHA:370959,ORPHA:86812						
POMT2	3	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type OMIM:236670,OMIM:613150,ORPHA:370968,ORPHA:899,ORPHA:588,ORPHA:206559,OMIM:613158,OMIM:613156,ORPHA:370959						
PPP2R2B_CAG	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 12, OMIM:604326						
PTF1A	3	BIALLELIC, autosomal or pseudoautosomal	Pancreatic and cerebellar agenesis,  609069   OMIM:615935,ORPHA:65288,OMIM:609069						
PTS	3	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, A, 261640;6-Pyruvoyltetrahydropterin Synthase Deficiency;6-Pyruvoyl-tetrahydropterin synthase deficiency OMIM:261640,ORPHA:13	matching phenotype and progressive, has teatment: Treatment with BH4 is effective					
RAB27A	3	autosomal recessive	OMIM:607624,ORPHA:79477	multiorgan failure					
RAI1	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Immunodeficiency 9, 612782;SMITH-MAGENIS SYNDROME (SMS) OMIM:182290,ORPHA:477817,ORPHA:819,ORPHA:1713	no treatable neurological phenotype					
RECQL3	3	BIALLELIC, autosomal or pseudoautosomal	Bloom syndrome, 210900;BLOOM SYNDROME	neurological phenotype too mild, not treatable					
RELN	3	BIALLELIC, autosomal or pseudoautosomal	Lissencephaly 2, OMIM:616436,OMIM:257320,ORPHA:101046,ORPHA:89844,OMIM:600512						
RFC1	3	autosomal recessive	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome OMIM:614575,ORPHA:504476	slowly progressive, repeat expansion, not yet part of DCRT treatment options					
RIT1	3	autosomal dominant	Noonan syndrome 8 ORPHA:648,OMIM:615355						
ROBO3	3	BIALLELIC, autosomal or pseudoautosomal	" Gaze palsy, familial horizontal, with progressive scoliosis, 1	OMIM:607313,ORPHA:2744"						
RPS6KA3	3	X-linked dominant	Coffin-Lowry syndrome ORPHA:777,OMIM:300844,ORPHA:192,ORPHA:276630,OMIM:303600						
RRM2B	3	BIALLELIC, autosomal or pseudoautosomal	"Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)	612075;Mitochondrial DNA depletion syndrome 8B (MNGIE type)	OMIM:268315,ORPHA:298,OMIM:612075,ORPHA:480,ORPHA:329336,ORPHA:254892,OMIM:613077"	systemic					
SAR1B	3	BIALLELIC, autosomal or pseudoautosomal	"	Chylomicron retention disease	ORPHA:71,OMIM:246700"	systemic					
SARS2	3	BIALLELIC, autosomal or pseudoautosomal	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis 613845;Progressive Spastic Paresis	systemic					
SCO1	3	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 4, OMIM:619048	systemic					
SCO2	3	BIALLELIC, autosomal or pseudoautosomal	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	ORPHA:521411,OMIM:604377,ORPHA:70474,OMIM:608908"	systemic					
SCP2	3	BIALLELIC, autosomal or pseudoautosomal	"Leukoencephalopathy with dystonia and motor neuropathy	613724"	no treatable neurological phenotype					
SCYL1	3	autosomal recessive	Spinocerebellar ataxia, autosomal recessive 21 OMIM:616719,ORPHA:466794	extraneuronal phenotype					
SDHA	3	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial respiratory chain complex II deficiency, OMIM:619259,ORPHA:44890,OMIM:252011,ORPHA:255241,ORPHA:154,OMIM:614165,ORPHA:29072,ORPHA:3208,OMIM:613642						
SEC24D	3	autosomal recessive	Cole-Carpenter syndrome 2 OMIM:616294,ORPHA:2050	systemic					
SELENON	3	autosomal dominant and autosomal recessive	OMIM:255310,ORPHA:324604,ORPHA:2020,ORPHA:97244,OMIM:602771	mainly extraneuronal, mild neuronal phenotype					
SETD5	3	autosomal dominant	Intellectual developmental disorder, autosomal dominant 23 OMIM:615761,ORPHA:404440	phenotype not severe enough					
SLC22A5	3	autosomal recessive	Carnitine deficiency, systemic primary ORPHA:158,OMIM:212140						
SLC25A20	3	autosomal recessive	Carnitine-acylcarnitine translocase deficiency ORPHA:159,OMIM:212138						
SLC25A4	3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD	617184;Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR 615418;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2 609283 OMIM:617184,OMIM:615418,ORPHA:254892,ORPHA:1369,OMIM:609283"	systemic phenotype					
SLC46A1	3	BIALLELIC, autosomal or pseudoautosomal	HEREDITARY FOLATE MALABSORPTION (HFM) ORPHA:90045,OMIM:229050	treatment with folate replacement therapy can avoid neurologic sequelae					
SLC6A5	3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperekplexia 3, ORPHA:3197,OMIM:614618						
SMARCA4	3	autosomal dominant	Coffin-Siris syndrome 4 OMIM:614609,OMIM:613325,ORPHA:1465						
SMARCB1	3	autosomal dominant	Coffin-Siris syndrome 3 OMIM:162091,OMIM:614608,ORPHA:2495,ORPHA:1465,OMIM:609322,ORPHA:99966	congenital heart defects, progressive phenotype?					
SMARCE1	3	autosomal dominant	Coffin-Siris syndrome 5 ORPHA:2495,OMIM:607174,ORPHA:1465,OMIM:616938	congenital heart defects, progressive phenotype?					
SOD1	3	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Amyotrophic lateral sclerosis 1, OMIM:105400, Spastic tetraplegia and axial hypotonia, progressive ORPHA:803,OMIM:105400,OMIM:618598	ASOs already in development					
SOS2	3	autosomal dominant	Noonan syndrome 9 ORPHA:648,OMIM:616559						
SPECC1L	3	autosomal dominant	Teebi hypertelorism syndrome 1, Opitz GBBB syndrome, type II OMIM:145420,ORPHA:1519,OMIM:600251						
SRCAP	3	autosomal dominant	Developmental delay, hypotonia, musculoskeletal defects, and behavioral abnormalities ORPHA:2044,ORPHA:528084,OMIM:136140,OMIM:619595	phenotype not severe enough					
SSBP1	3	autsomal dominant	Optic atrophy 13 with retinal and foveal abnormalities						
SYNE4	3	autosomal recessive	Deafness, autosomal recessive 76						
TANGO2	3	autosomal recessive	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration ORPHA:480864,OMIM:616878	progressive neurological disease but extraneuronal phenotype					
TBP_CAG	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 17, OMIM:607136;{Parkinson disease, susceptibility to}, OMIM:168600						
TERT	3	BIALLELIC, autosomal or pseudoautosomal	dyskeratosis congenita-2						
TINF2	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Revesz syndrome, 268130, Dyskeratosis congenita, autosomal dominant 3  OMIM:613990,OMIM:268130,ORPHA:3322,ORPHA:1775,OMIM:127550	bone marrow failure					
TKT	3	autosomal recessive	Short stature, developmental delay, and congenital heart defects OMIM:617044,ORPHA:488618						
TMEM251	3	autosomal recessive	Dysostosis multiplex, Ain-Naz type						
TMEM5	3	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type						
TRAIP	3	autosomal recessive	Seckel syndrome 9 ORPHA:808,OMIM:616777						
TRIM32	3	autosomal recessive	OMIM:615988,OMIM:254110,ORPHA:110,ORPHA:1878	no treatable neurological phenotype					
TRIM37	3	autosomal recessive	ORPHA:2576,OMIM:253250	no treatable neurological phenotype					
TRIP4	3	BIALLELIC, autosomal or pseudoautosomal	Spinal muscular atrophy with congenital bone fractures 1, OMIM:616866;Prenatal-onset spinal muscular atrophy with congenital bone fractures, MONDO:0000209;Spinal muscular atrophy with congenital bone fractures 1, MONDO:0014806 ORPHA:486815,OMIM:617066,OMIM:616866						
TRPV4	3	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Distal Congenital Nonprogressive Spinal Muscular Atrophy;Brachyolmia type 3, OMIM:113500 OMIM:168400,OMIM:606071,ORPHA:86820,OMIM:184252,ORPHA:1216,OMIM:181405,ORPHA:85169,OMIM:606835,OMIM:184095,OMIM:600175,ORPHA:2635,OMIM:113500,ORPHA:93314,OMIM:617383,OMIM:156530,ORPHA:93304	can be slowly progressive SMA					
TTPA	3	BIALLELIC, autosomal or pseudoautosomal	Ataxia with Vitamin E Deficiency ;Ataxia with isolated vitamin E deficiency  ORPHA:96,OMIM:277460	progressive?					
TUBA1A	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 3 ORPHA:994,OMIM:611603	congenital					
TUBB2B	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	complex cortical dysplasia with other brain malformations-7 , OMIM:610031,ORPHA:300573,ORPHA:1766	congenital					
TYMP	3	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial Leukoencephalopathy;Mitochondrial DNA depletion syndrome 1 (MNGIE type) ORPHA:298,OMIM:603041						
UBA1	3	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Spinal muscular atrophy, X-linked 2, infantile, OMIM:301830,ORPHA:1145,OMIM:301054						
UFM1	3	autosomal recessive	Leukodystrophy, hypomyelinating, 14 OMIM:617899	most patients die in first year of life					
USP18	3	BIALLELIC, autosomal or pseudoautosomal	pseudo-TORCH syndrome OMIM:617397	congenital?					
VLDLR	3	BIALLELIC, autosomal or pseudoautosomal	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1, 224050;Cerebellar Hypoplasia OMIM:224050,ORPHA:1766	non-progressive					
VPS33A	3	autosomal recessive	OMIM:617303,ORPHA:505248	most patients die in first year of life, severe, systemic					
WDFY3	3	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Microcephaly 18, primary, autosomal dominant, OMIM:617520,ORPHA:528084	phenotype too mild, no measurable treatment effects					
WDR4	3	autosomal recessive	GALLOWAY-MOWAT SYNDROME 6; GAMOS6 ORPHA:2065,OMIM:618347,OMIM:618346						
WFS1	3	BIALLELIC, autosomal or pseudoautosomal	Wolfram syndrome 1, OMIM:125853,ORPHA:411590,ORPHA:3463,OMIM:600965,OMIM:222300,OMIM:116400,OMIM:614296						
